source,relation,target
CVE-2026-9071,affects,IBM:WebSphere Application Server
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKDW-A2
CVE-2026-45436,has_weakness,CWE-862
T1542.004,mitigated_by,Audit
CVE-2017-20262,has_weakness,CWE-89
CVE-2026-56340,affects,vLLM:vLLM
CAPEC-691,maps_to,T1027.002
CVE-2026-11994,affects,Akaunting:Akaunting
CVE-2026-12807,has_weakness,CWE-77
CAPEC-35,maps_to,T1140
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-MD45M
CAPEC-203,maps_to,T1598
CAPEC-486,maps_to,T1499.003
CVE-2026-50202,has_weakness,CWE-668
CAPEC-108,maps_to,T1059.003
CWE-1304,mapped_to,CAPEC-176
CAPEC-412,maps_to,T1563
CAPEC-679,maps_to,T1203
CVE-2026-40746,affects,themagnifico52:Restaurant Zone
T1686,mitigated_by,Restrict File and Directory Permissions
CWE-263,mapped_to,CAPEC-560
CAPEC-234,maps_to,T1574.006
CAPEC-548,maps_to,T1036.005
CVE-2025-69120,has_weakness,CWE-98
CAPEC-227,maps_to,T1592.004
CAPEC-451,maps_to,T1070.010
CAPEC-667,maps_to,T1011.001
CAPEC-186,maps_to,T1204.005
CVE-2026-52718,affects,Red Hat:Red Hat Enterprise Linux 7
CVE-2026-44311,affects,fabricjs:fabric.js
CAPEC-88,maps_to,T1221
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LZ60VUFL-ET1
CAPEC-454,maps_to,T1484
T1021,mitigated_by,Audit
CVE-2026-54277,has_weakness,CWE-770
CVE-2026-0147,has_weakness,CWE-120
CVE-2026-54099,affects,Red Hat:Red Hat OpenShift for Windows Containers
CVE-2026-35066,affects,Dell:PowerFlex
CAPEC-501,maps_to,T1198
CAPEC-692,maps_to,T1218.002
T1567.004,mitigated_by,Data Loss Prevention
T1505.002,mitigated_by,Privileged Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV7122S-T
CVE-2026-54276,has_weakness,CWE-200
CAPEC-226,maps_to,T1110.004
CVE-2019-25750,affects,Cmsjunkie:MultipleHotelReservation
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RW25VG-E1
CVE-2026-12809,has_weakness,CWE-74
T1211,mitigated_by,Threat Intelligence Program
CVE-2026-46802,affects,Oracle Corporation:Oracle WebCenter Portal
CWE-1266,mapped_to,CAPEC-546
CAPEC-643,maps_to,T1124
CVE-2026-8444,affects,https://wpreviewslider.com/:WP Review Slider Pro
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD5623S-W-1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGB-E1
CAPEC-519,maps_to,T1490
CAPEC-660,maps_to,T1056.004
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGK2B-E1
CWE-307,mapped_to,CAPEC-565
CAPEC-596,maps_to,T1183
CWE-74,mapped_to,CAPEC-67
CVE-2025-69124,affects,ThemeREX:Especio
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR3623-W
CAPEC-59,maps_to,T1056.004
CVE-2025-69157,has_weakness,CWE-98
CAPEC-569,maps_to,T1147
CAPEC-471,maps_to,T1184
T1213.006,mitigated_by,Encrypt Sensitive Information
CVE-2026-9258,affects,Canon Inc.:EOS Network Setting Tool for Windows
CWE-74,mapped_to,CAPEC-46
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM8025E5S-W
CWE-697,mapped_to,CAPEC-7
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R4026S-W
CWE-263,mapped_to,CAPEC-55
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-XK2525-W
CAPEC-258,maps_to,T1040
T1037,mitigated_by,Restrict File and Directory Permissions
T1542.003,mitigated_by,Privileged Account Management
CAPEC-82,maps_to,T1569.002
CVE-2026-56357,has_weakness,CWE-290
CWE-436,mapped_to,CAPEC-273
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VGDR-A1
CVE-2026-40747,affects,themagnifico52:Ecommerce Zone
T1553.004,mitigated_by,Operating System Configuration
T1134.003,mitigated_by,Privileged Account Management
CVE-2026-39576,affects,Elated-Themes:SingleMalt
CAPEC-522,maps_to,T1109
CVE-2026-22343,affects,PremiumPress Limited.:WordPress Dating Theme
CAPEC-694,maps_to,T1615
CAPEC-653,maps_to,T1033
CAPEC-218,maps_to,T1564.010
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV6322S-T-1
CVE-2026-8646,has_weakness,CWE-444
CAPEC-585,maps_to,T1078.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2822S-W-1
CVE-2026-12539,has_weakness,CWE-923
CVE-2026-35300,affects,Oracle Corporation:WebLogic Server
CWE-441,mapped_to,CAPEC-219
CVE-2026-52692,affects,wp.insider:Affiliates Manager
CAPEC-21,maps_to,T1210
CVE-2026-48140,affects,NI:grpc-device
CVE-2026-46799,affects,Oracle Corporation:Oracle WebCenter Sites
CVE-2025-71331,affects,Flowise:Flowise
CAPEC-226,maps_to,T1555
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-MD45N
CAPEC-310,maps_to,T1518.002
CAPEC-678,maps_to,T1216
CVE-2026-10637,has_weakness,CWE-416
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZY2823-W
CVE-2026-46788,affects,Oracle Corporation:Oracle WebCenter Content
T1574,mitigated_by,User Account Management
CVE-2026-46915,affects,"Oracle Corporation:Oracle Complex Maintenance, Repair and Overhaul"
CVE-2026-12445,has_weakness,CWE-416
CAPEC-678,maps_to,T1686
CVE-2025-7737,affects,"Hitachi:Hitachi Virtual Storage Platform VX8, 5100, 5500, 5100H, 5500H, 5200, 5600, 5200H, 5600H"
CAPEC-240,maps_to,T1178
CAPEC-444,maps_to,T1195.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP42VGK-E7
CAPEC-131,maps_to,T1564.009
CVE-2026-48983,affects,mcdope:pam_usb
CVE-2026-12462,has_weakness,CWE-416
CAPEC-214,maps_to,T1218.015
T1021.004,mitigated_by,User Account Management
CVE-2025-69145,has_weakness,CWE-98
CAPEC-549,maps_to,T1168
CVE-2026-8385,has_weakness,CWE-200
CAPEC-678,maps_to,T1007
CAPEC-547,maps_to,T1591.001
CAPEC-309,maps_to,T1556.004
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV3622-W-1
CVE-2026-46956,has_weakness,CWE-284
CAPEC-643,maps_to,T1039
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN18VG2R-EN1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-KZA09VFK
CVE-2026-5667,affects,"Mitsubishi Electric Corporation:Adapters for Airflow Ventilation Systems, Heat Pump Chilled/Hot Water Systems, and Ventilation/Air-Conditioning System Air Resorts (for Japan) P-HM03WA"
CVE-2026-49872,has_weakness,CWE-287
CAPEC-196,maps_to,T1555.003
T1553.003,mitigated_by,Restrict File and Directory Permissions
CAPEC-82,maps_to,T1501
CVE-2016-20091,has_weakness,CWE-428
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD7126S-W
CAPEC-533,maps_to,T1156
CVE-2026-53846,has_weakness,CWE-426
CAPEC-88,maps_to,T1059.003
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW7124S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY35VGKP2-SC1
CVE-2026-39522,has_weakness,CWE-98
CAPEC-82,maps_to,T1046
CVE-2026-48089,affects,l3montree-dev:devguard
CVE-2026-11525,affects,undici:undici
CAPEC-625,maps_to,T1562.013
CVE-2026-55745,has_weakness,CWE-352
T1649,mitigated_by,Active Directory Configuration
CAPEC-65,maps_to,T1010
CWE-838,mapped_to,CAPEC-468
CAPEC-386,maps_to,T1071
CVE-2018-25437,has_weakness,CWE-306
CVE-2025-69111,affects,ThemeREX:Reisen
T1552,mitigated_by,Password Policies
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW9022S-T-1
CAPEC-196,maps_to,T1214
CVE-2026-9733,has_weakness,CWE-338
CVE-2026-12327,affects,Mozilla:Firefox
CVE-2026-48871,affects,Takashi Kitajima:MW WP Form
CAPEC-663,maps_to,T1183
T1021.005,mitigated_by,Audit
CVE-2026-39472,affects,WP Overnight:WooCommerce PDF Invoices & Packing Slips
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGKDS-A2
CVE-2026-56076,has_weakness,CWE-942
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-JXV2526-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM3621E9-W
CWE-200,mapped_to,CAPEC-298
CVE-2026-10836,affects,Password Manager:Password Manager
CVE-2026-46958,has_weakness,CWE-306
CAPEC-2,maps_to,T1586.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW5622S-T-1
CVE-2026-12290,affects,Mozilla:Firefox
CVE-2025-69332,affects,myCred:Bookify
CAPEC-216,maps_to,T1102.002
CAPEC-583,maps_to,T1059.008
CAPEC-54,maps_to,T1016
CVE-2025-58924,has_weakness,CWE-98
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD4026S-W
CAPEC-2,maps_to,T1088
CAPEC-142,maps_to,T1171
CAPEC-561,maps_to,T1589.001
CAPEC-278,maps_to,T1548.006
CVE-2026-10649,affects,Red Hat:Red Hat OpenShift Container Platform 4
CWE-697,mapped_to,CAPEC-46
CVE-2026-12212,affects,hcengineering:Huly Platform
T1602.002,mitigated_by,Filter Network Traffic
CAPEC-104,maps_to,T1059
CVE-2026-52719,affects,Red Hat:Red Hat Enterprise Linux 6
CAPEC-412,maps_to,T1559.003
CVE-2026-40624,affects,AVer:PTC115+
CVE-2026-46942,has_weakness,CWE-284
CVE-2026-39532,affects,Stiofan:Events Calendar for GeoDirectory
CAPEC-187,maps_to,T1027.002
CVE-2026-54285,affects,open-telemetry:opentelemetry-js
T1218.014,mitigated_by,Execution Prevention
T1213.003,mitigated_by,User Account Management
CVE-2026-49286,has_weakness,CWE-502
CVE-2026-42014,affects,Red Hat:Red Hat Enterprise Linux 8
T1685.006,mitigated_by,Restrict File and Directory Permissions
CAPEC-153,maps_to,T1565.003
CVE-2026-48882,has_weakness,CWE-89
CAPEC-472,maps_to,T1217
CVE-2026-7167,has_weakness,CWE-200
CVE-2026-56396,affects,phpMyFAQ:phpMyFAQ
CAPEC-389,maps_to,T1550.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGKS-ET2
CAPEC-261,maps_to,T1011
CVE-2026-47777,affects,mastodon:mastodon
CAPEC-101,maps_to,T1178
CWE-419,mapped_to,CAPEC-383
CAPEC-635,maps_to,T1035
CAPEC-470,maps_to,T1016
T1556.008,mitigated_by,Audit
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV5622S-T-2
CAPEC-640,maps_to,T1036.011
CVE-2026-27878,affects,Grafana:Tempo
CAPEC-680,maps_to,T1068
CVE-2026-46813,has_weakness,CWE-306
CAPEC-134,maps_to,T1114.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2V-A2
CVE-2026-27868,has_weakness,CWE-201
CVE-2026-12297,affects,Mozilla:Firefox
CWE-285,mapped_to,CAPEC-17
CAPEC-598,maps_to,T1672
CVE-2026-41523,has_weakness,CWE-617
CWE-120,mapped_to,CAPEC-42
CVE-2026-47277,has_weakness,CWE-22
CVE-2026-46860,affects,Oracle Corporation:MySQL Router
CAPEC-235,maps_to,T1499.004
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VGR-E1
CAPEC-59,maps_to,T1081
CAPEC-76,maps_to,T1601.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT25VGK-E2
CAPEC-551,maps_to,T1543.005
CAPEC-240,maps_to,T1221
CAPEC-2,maps_to,T1136
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP25VGK-ET1
CVE-2026-10720,has_weakness,CWE-23
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF42VGKS-ET2
CAPEC-82,maps_to,T1543.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BXV6323S-W
CAPEC-160,maps_to,T1587.004
CVE-2026-12302,affects,Mozilla:Thunderbird
CVE-2019-25755,has_weakness,CWE-89
CVE-2026-48746,has_weakness,CWE-444
CAPEC-129,maps_to,T1494
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-GZT09VAK-1
CVE-2026-56208,affects,Red Hat:Red Hat Enterprise Linux AI (RHEL AI) 3
T1204,mitigated_by,Limit Software Installation
CVE-2026-11941,affects,Cloudflare:Quiche
CVE-2026-11373,has_weakness,CWE-150
T1569,mitigated_by,Privileged Account Management
CAPEC-554,maps_to,T1548.002
CAPEC-259,maps_to,T1203
CVE-2025-59554,has_weakness,CWE-89
T1552.005,mitigated_by,Filter Network Traffic
CAPEC-216,maps_to,T1041
CAPEC-153,maps_to,T1098
CAPEC-541,maps_to,T1017
CAPEC-183,maps_to,T1183
T1669,mitigated_by,Encrypt Sensitive Information
CVE-2026-54190,has_weakness,CWE-862
CAPEC-309,maps_to,T1059.008
CVE-2026-46912,has_weakness,CWE-200
CVE-2025-68524,affects,ThemeGoods:Avante
CAPEC-192,maps_to,T1572
CAPEC-278,maps_to,T1682
CVE-2026-46903,has_weakness,CWE-269
CAPEC-549,maps_to,T1098.007
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY42VGK2B-E6
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP60VGK-ER2
CVE-2026-52716,affects,purethemes:WorkScout-Core
CVE-2025-48617,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGKS-ER1
T1595,mitigated_by,Pre-compromise
CVE-2026-54221,has_weakness,CWE-79
T1547.004,mitigated_by,User Account Management
CVE-2026-56367,has_weakness,CWE-125
CVE-2026-12789,has_weakness,CWE-89
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BXV6324S-W
T1539,mitigated_by,Update Software
CAPEC-609,maps_to,T1111
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2W-ER1
T1059.013,mitigated_by,Privileged Account Management
CWE-282,mapped_to,CAPEC-17
CAPEC-32,maps_to,T1092
CVE-2026-48139,affects,NI:InstrumentStudio
CAPEC-461,maps_to,T1210
CWE-602,mapped_to,CAPEC-387
CAPEC-216,maps_to,T1008
CWE-697,mapped_to,CAPEC-14
CVE-2026-48502,has_weakness,CWE-409
CWE-261,mapped_to,CAPEC-55
T1538,mitigated_by,User Account Management
CVE-2026-48853,has_weakness,CWE-502
CAPEC-676,maps_to,T1674
CAPEC-639,maps_to,T1044
CAPEC-269,maps_to,T1552.002
CAPEC-643,maps_to,T1007
T1543,mitigated_by,Restrict File and Directory Permissions
CAPEC-636,maps_to,T1081
CVE-2025-69119,has_weakness,CWE-98
CWE-1312,mapped_to,CAPEC-679
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW3622S-T-1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-WXD47LK
CVE-2026-48117,affects,fduflyer:DroneAware-Node-Releases
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-RK2224-W
CAPEC-653,maps_to,T1070.002
CAPEC-402,maps_to,T1562.011
CAPEC-176,maps_to,T1098
CAPEC-3,maps_to,T1548.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2V-ER3
CWE-1321,mapped_to,CAPEC-77
CAPEC-538,maps_to,T1565
CAPEC-183,maps_to,T1055.011
CAPEC-162,maps_to,T1564.001
CVE-2026-46874,has_weakness,CWE-200
CVE-2026-50141,has_weakness,CWE-290
CVE-2025-62340,has_weakness,CWE-613
CAPEC-497,maps_to,T1518
CVE-2026-12039,affects,Docker:Docker Sandboxes
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2V-ET2
CWE-707,mapped_to,CAPEC-3
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV5622S-W-2
CAPEC-624,maps_to,T1221
CAPEC-258,maps_to,T1213.005
CVE-2026-12117,has_weakness,CWE-200
CAPEC-79,maps_to,T1132
CWE-74,mapped_to,CAPEC-42
CAPEC-248,maps_to,T1221
T1037.004,mitigated_by,Restrict File and Directory Permissions
CAPEC-470,maps_to,T1529
CAPEC-90,maps_to,T1048.001
CAPEC-648,maps_to,T1560
CVE-2026-47964,has_weakness,CWE-122
CVE-2026-35315,affects,Oracle Corporation:Oracle WebCenter Content
CAPEC-37,maps_to,T1027.009
CAPEC-643,maps_to,T1564.005
CAPEC-82,maps_to,T1538
CVE-2026-39465,has_weakness,CWE-94
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD4022S-W-1
CAPEC-692,maps_to,T1614.001
CAPEC-466,maps_to,T1552.006
CVE-2017-20274,has_weakness,CWE-89
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGK2B-ET1
CAPEC-106,maps_to,T1091
CAPEC-624,maps_to,T1183
CVE-2026-12529,has_weakness,CWE-266
CWE-693,mapped_to,CAPEC-17
CWE-77,mapped_to,CAPEC-43
CWE-20,mapped_to,CAPEC-136
CAPEC-253,maps_to,T1021.001
CAPEC-228,maps_to,T1055.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW6320S-T
T1588.003,mitigated_by,Pre-compromise
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2W-ET1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2223-W
CAPEC-477,maps_to,T1672
CVE-2025-69158,has_weakness,CWE-98
T1557,mitigated_by,Disable or Remove Feature or Program
CAPEC-54,maps_to,T1497.001
CAPEC-88,maps_to,T1055.002
CAPEC-155,maps_to,T1558.005
CVE-2026-12220,has_weakness,CWE-119
CVE-2026-12439,affects,Google:Chrome
CVE-2026-46890,has_weakness,CWE-284
CWE-436,mapped_to,CAPEC-34
CVE-2026-34891,affects,IDPay:IDPay Payment Gateway for Woocommerce
CVE-2026-54417,affects,rxi:microtar
CVE-2026-12225,has_weakness,CWE-288
CVE-2025-69163,has_weakness,CWE-98
CVE-2026-49078,affects,WP Travel Engine:WP Travel Engine
CVE-2026-12046,has_weakness,CWE-306
CWE-113,mapped_to,CAPEC-85
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2W-EN1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2V-E5
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV9021S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-BD46K
CAPEC-260,maps_to,T1671
CWE-88,mapped_to,CAPEC-460
CVE-2026-46796,affects,Oracle Corporation:Oracle WebCenter Sites
CVE-2026-46959,has_weakness,CWE-284
CVE-2026-53703,affects,Red Hat:Red Hat Enterprise Linux 9
CAPEC-690,maps_to,T1557.003
CVE-2019-25748,affects,Cmsjunkie:JHotelReservation
CAPEC-639,maps_to,T1601.001
T1598,mitigated_by,Software Configuration
T1048,mitigated_by,Filter Network Traffic
CAPEC-211,maps_to,T1562.001
CVE-2026-53676,affects,ThingsBoard:ThingsBoard
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW2821S-W-1
CAPEC-700,maps_to,T1686.002
CVE-2026-53872,has_weakness,CWE-22
T1548.002,mitigated_by,User Account Control
CVE-2026-34025,has_weakness,CWE-290
CAPEC-470,maps_to,T1082
CAPEC-456,maps_to,T1555.002
CVE-2017-20281,affects,Joomlaboat:Extra Search
CAPEC-114,maps_to,T1621
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R3624-W
CVE-2026-35276,has_weakness,CWE-306
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGDV-A1
CVE-2026-53843,affects,OpenClaw:OpenClaw
CAPEC-96,maps_to,T1054
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV9022S-T-2
CAPEC-30,maps_to,T1563.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2B-ET3
CVE-2026-0150,affects,Google:Android
CAPEC-90,maps_to,T1071.005
CVE-2026-12461,has_weakness,CWE-125
CVE-2026-56081,affects,Cap-go:capgo
CVE-2024-54178,affects,IBM:Db2 on Cloud Pak for Data and Db2 Warehouse on Cloud Pak for Data
CWE-294,mapped_to,CAPEC-644
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF35VGKB-A1
T1557.002,mitigated_by,Network Intrusion Prevention
CAPEC-696,maps_to,T1674
CWE-494,mapped_to,CAPEC-692
T1556.004,mitigated_by,Privileged Account Management
CAPEC-390,maps_to,T1590.006
CAPEC-625,maps_to,T1183
CVE-2026-53632,affects,vitejs:vite
CAPEC-654,maps_to,T1134.001
CVE-2026-20181,affects,Cisco:Cisco Identity Services Engine Software
CWE-1300,mapped_to,CAPEC-189
CAPEC-226,maps_to,T1494
CVE-2026-53849,affects,OpenClaw:OpenClaw
CWE-367,mapped_to,CAPEC-27
CAPEC-598,maps_to,T1564.010
CVE-2026-45357,affects,harttle:liquidjs
CVE-2026-8461,has_weakness,CWE-787
CAPEC-523,maps_to,T1063
CVE-2026-53840,has_weakness,CWE-522
CWE-284,mapped_to,CAPEC-556
CVE-2026-34892,affects,Rank Math SEO:Rank Math SEO
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-VXV80F1S-W
CAPEC-195,maps_to,T1557.003
CAPEC-598,maps_to,T1684.002
